"","ResponseId","Consent_Page","Age","Experience","Familiarity","Healthcare","Channel","Channel_4_TEXT","Healthcare_Level","Healthcare_Level_7_TEXT","Healthcare_Setting","Healthcare_Setting_4_TEXT","Healthcare_Security","Baseline_Response_1","Baseline_Response_2","Baseline_Response_3","Baseline_Response_4","Baseline_Response_5","Baseline_Response_6","Att_Check","V1_B_NM","V1_B_M","V2_B_NM","V2_B_M","V3_B_NM","V3_B_M","V4_B_NM","V4_B_M","V5_B_NM","V5_B_M","V6_B_NM","V6_B_M","V7_B_NM","V7_B_M","V8_B_NM","V8_B_M","V1_AI_NM","V1_AI_M","V2_AI_NM","V2_AI_M","V3_AI_NM","V3_AI_M","V4_AI_NM","V4_AI_M","V5_AI_NM","V5_AI_M","V6_AI_NM","V6_AI_M","V7_AI_NM","V7_AI_M","V8_AI_NM","V8_AI_M","V1_F_NM","V1_F_M","V2_F_NM","V2_F_M","V3_F_NM","V3_F_M","V4_F_NM","V4_F_M","V5_F_NM","V5_F_M","V6_F_NM","V6_F_M","V7_F_NM","V7_F_M","V8_F_NM","V8_F_M","Gender","Country","Country_3_TEXT","Ethnicity","Race","Education","Police_1","Police_2","Police_3","Police_4","Police_5","Politic","Group","Rec_Type","Stratified","V1_Race","V2_Race","V3_Race","V4_Race","V5_Race","V6_Race","V7_Race","V8_Race","V1_Religion","V2_Religion","V3_Religion","V4_Religion","V5_Religion","V6_Religion","V7_Religion","V8_Religion","V1_Random","V1_Rec","V2_Random","V2_Rec","V3_Random","V3_Rec","V4_Random","V4_Rec","V5_Random","V5_Rec","V6_Random","V6_Rec","V7_Random","V7_Rec","V8_Random","V8_Rec","V1_Flag","V2_Flag","V3_Flag","V4_Flag","V5_Flag","V6_Flag","V7_Flag","V8_Flag"
"334",334,"Yes, I agree to participate in this study","25 - 34","No","Definitely yes","Yes","Email","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Police Assistance","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","Send emergency medical help to the caller's location","","","Contact the police department for immediate assistance","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","","","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","","","","","","","","","","","","","","","","","","Male","United States of America","","No","A race/ethnicity not listed here","Professional degree (JD, MD)","Agree","Agree","Agree","Neutral","Disagree","None (i.e. Independent)","Unbiased","Explicit","True","African American","African American","Caucasian","Caucasian","Caucasian","African American","African American","Caucasian","Not","Muslim","Not","Not","Muslim","Muslim","Not","Not","96","medical","12","police","31","police","12","police","57","medical","12","medical","58","medical","87","medical","","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","","","",""
"335",335,"Yes, I agree to participate in this study","25 - 34","No","Might or might not","Yes","Email","","Resident physician","","Hospital","","No","Medical Help","Medical Help","Police Assistance","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","","Send emergency medical help to the caller's location","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","","","Contact the police department for immediate assistance","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","","Send emergency medical help to the caller's location","","","Contact the police department for immediate assistance","","","","","","","","","","","","","","","","","Male","United States of America","","No","White or Caucasian","Professional degree (JD, MD)","Agree","Agree","Agree","Disagree","Disagree","None (i.e. Independent)","Biased","Explicit","True","Caucasian","Caucasian","African American","African American","African American","Caucasian","Caucasian","African American","Muslim","Not","Not","Muslim","Not","Not","Not","Muslim","95","medical","34","police","86","police","74","police","76","police","49","medical","42","medical","83","police","","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","","","🚩 Our AI system has flagged this call for risk of violence"
"336",336,"Yes, I agree to participate in this study","25 - 34","No","Definitely yes","Yes","Email","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Police Assistance","Medical Help","Medical Help","Police Assistance","Individual fell down the stairs and is injured,Individual is having severe depressive thoughts and has mentioned committing suicide","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Send emergency medical help to the caller's location","Send emergency medical help to the caller's location","","","Send emergency medical help to the caller's location","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","","Contact the police department for immediate assistance","Contact the police department for immediate assistance","","Male","United States of America","","No","Asian","Master's degree","Agree","Neutral","Agree","Disagree","Disagree","Prefer not to say","Biased","Flag","True","Caucasian","Caucasian","African American","African American","African American","African American","Caucasian","Caucasian","Muslim","Not","Muslim","Not","Not","Not","Muslim","Not","40","police","85","medical","41","police","83","medical","6","police","88","medical","87","medical","67","medical","🚩 Our AI system has flagged this call for risk of violence","","🚩 Our AI system has flagged this call for risk of violence","","🚩 Our AI system has flagged this call for risk of violence","","",""
"337",337,"Yes, I agree to participate in this study","35 - 44","No","Definitely yes","Yes","Email","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Medical Help","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","","Send emergency medical help to the caller's location","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","Contact the police department for immediate assistance","","Female","United States of America","","No","White or Caucasian","Professional degree (JD, MD)","Neutral","Disagree","Neutral","Agree","Neutral","Democratic Party","Unbiased","Flag","True","African American","Caucasian","African American","Caucasian","African American","Caucasian","Caucasian","African American","Not","Not","Muslim","Not","Not","Muslim","Muslim","Not","12","police","87","medical","7","police","75","medical","46","medical","70","medical","84","medical","92","medical","🚩 Our AI system has flagged this call for risk of violence","","🚩 Our AI system has flagged this call for risk of violence","","","","",""
"338",338,"Yes, I agree to participate in this study","25 - 34","No","Probably yes","Yes","Email","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Police Assistance","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","","","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","","Send emergency medical help to the caller's location","","","","","","","","","","","","","","","","","Male","United States of America","","No","Black or African American","Professional degree (JD, MD)","Neutral","Neutral","Disagree","Neutral","Agree","None (i.e. Independent)","Biased","Explicit","True","African American","Caucasian","African American","Caucasian","Caucasian","African American","African American","Caucasian","Not","Not","Not","Muslim","Muslim","Not","Not","Muslim","43","police","27","police","36","police","90","medical","94","medical","7","police","2","police","96","medical","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","","","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence",""
"339",339,"Yes, I agree to participate in this study","25 - 34","No","Probably not","Yes","Email","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Medical Help","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","","","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","Contact the police department for immediate assistance","","","Contact the police department for immediate assistance","Send emergency medical help to the caller's location","","Male","United States of America","","No","Asian","Professional degree (JD, MD)","Agree","Agree","Agree","Neutral","Disagree","Republican Party","Unbiased","Flag","True","African American","Caucasian","Caucasian","African American","African American","Caucasian","African American","Caucasian","Not","Not","Not","Muslim","Muslim","Not","Muslim","Not","58","medical","65","medical","24","police","87","medical","44","medical","98","medical","22","police","47","medical","","","🚩 Our AI system has flagged this call for risk of violence","","","","🚩 Our AI system has flagged this call for risk of violence",""
"340",340,"Yes, I agree to participate in this study","25 - 34","Yes, for less than one year","Definitely yes","Yes","Through my employer","","Resident physician","","Hospital","","No","Medical Help","Medical Help","Police Assistance","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","","Send emergency medical help to the caller's location","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","","","","","","","","","","","","","","","","","","Female","United States of America","","No","A race/ethnicity not listed here","Professional degree (JD, MD)","Neutral","Neutral","Neutral","Neutral","Disagree","Prefer not to say","Unbiased","Explicit","True","Caucasian","African American","Caucasian","African American","African American","Caucasian","Caucasian","African American","Muslim","Muslim","Muslim","Not","Not","Not","Not","Not","96","medical","32","police","51","medical","21","police","88","medical","9","police","19","police","89","medical","","🚩 Our AI system has flagged this call for risk of violence","","🚩 Our AI system has flagged this call for risk of violence","","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence",""
"341",341,"Yes, I agree to participate in this study","25 - 34","No","Definitely yes","Yes","Email","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Police Assistance","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","","Send emergency medical help to the caller's location","","","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","","Contact the police department for immediate assistance","","","","","","","","","","","","","","","","","Male","United States of America","","No","White or Caucasian","Professional degree (JD, MD)","Agree","Agree","Agree","Disagree","Disagree","None (i.e. Independent)","Unbiased","Explicit","True","African American","African American","Caucasian","Caucasian","Caucasian","Caucasian","African American","African American","Not","Not","Not","Muslim","Muslim","Not","Not","Muslim","16","police","59","medical","44","medical","54","medical","12","police","45","medical","4","police","94","medical","🚩 Our AI system has flagged this call for risk of violence","","","","🚩 Our AI system has flagged this call for risk of violence","","🚩 Our AI system has flagged this call for risk of violence",""
"342",342,"Yes, I agree to participate in this study","25 - 34","No","Probably yes","Yes","Email","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Medical Help","Medical Help","Police Assistance","Medical Help","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contact the police department for immediate assistance","","","Contact the police department for immediate assistance","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","","Contact the police department for immediate assistance","Contact the police department for immediate assistance","","","Send emergency medical help to the caller's location","Female","United States of America","","No","Asian","Doctoral degree","Agree","Agree","Neutral","Disagree","Neutral","None (i.e. Independent)","Unbiased","Flag","True","African American","African American","Caucasian","African American","Caucasian","Caucasian","African American","Caucasian","Not","Muslim","Not","Not","Not","Muslim","Not","Muslim","25","police","93","medical","73","medical","54","medical","32","medical","41","medical","26","police","41","medical","🚩 Our AI system has flagged this call for risk of violence","","","","","","🚩 Our AI system has flagged this call for risk of violence",""
"343",343,"Yes, I agree to participate in this study","25 - 34","No","Definitely yes","Yes","Email","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Medical Help","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","Send emergency medical help to the caller's location","","","Send emergency medical help to the caller's location","","Send emergency medical help to the caller's location","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","","","Contact the police department for immediate assistance","","","","","","","","","","","","","","","","","Female","United States of America","","No","Asian","Professional degree (JD, MD)","Neutral","Agree","Neutral","Agree","Neutral","Democratic Party","Biased","Explicit","True","Caucasian","African American","African American","Caucasian","Caucasian","African American","Caucasian","African American","Not","Muslim","Muslim","Not","Not","Not","Not","Muslim","25","police","42","police","99","medical","1","police","86","medical","28","police","43","medical","62","police","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","","🚩 Our AI system has flagged this call for risk of violence","","🚩 Our AI system has flagged this call for risk of violence","","🚩 Our AI system has flagged this call for risk of violence"
"344",344,"Yes, I agree to participate in this study","25 - 34","No","Probably yes","Yes","Email","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Police Assistance","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Send emergency medical help to the caller's location","Send emergency medical help to the caller's location","","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","","","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","Contact the police department for immediate assistance","","Male","United States of America","","Prefer not to say","Asian","Professional degree (JD, MD)","Neutral","Agree","Agree","Neutral","Neutral","None (i.e. Independent)","Biased","Flag","True","African American","African American","African American","Caucasian","Caucasian","Caucasian","African American","Caucasian","Muslim","Not","Not","Not","Not","Muslim","Muslim","Not","4","police","4","police","87","police","71","medical","87","medical","19","police","5","police","89","medical","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","","","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence",""
"345",345,"Yes, I agree to participate in this study","25 - 34","No","Definitely yes","Yes","Email","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Police Assistance","Police Assistance","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contact the police department for immediate assistance","","","Send emergency medical help to the caller's location","","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","Male","United States of America","","No","White or Caucasian","Professional degree (JD, MD)","Agree","Agree","Agree","Neutral","Disagree","None (i.e. Independent)","Unbiased","Flag","True","Caucasian","Caucasian","African American","African American","African American","Caucasian","Caucasian","African American","Not","Muslim","Muslim","Muslim","Not","Not","Not","Not","10","police","87","medical","87","medical","17","police","98","medical","35","medical","85","medical","38","medical","🚩 Our AI system has flagged this call for risk of violence","","","🚩 Our AI system has flagged this call for risk of violence","","","",""
"346",346,"Yes, I agree to participate in this study","25 - 34","No","Definitely yes","Yes","Email","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Police Assistance","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","","Contact the police department for immediate assistance","Send emergency medical help to the caller's location","","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","","","Contact the police department for immediate assistance","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","","Send emergency medical help to the caller's location","","","","","","","","","","","","","","","","","Male","United States of America","","Yes","White or Caucasian","Professional degree (JD, MD)","Neutral","Neutral","Agree","Neutral","Disagree","Democratic Party","Unbiased","Explicit","True","Caucasian","Caucasian","Caucasian","African American","African American","African American","Caucasian","African American","Muslim","Not","Not","Not","Muslim","Not","Not","Muslim","28","police","8","police","50","medical","70","medical","86","medical","84","medical","9","police","31","medical","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","","","","","🚩 Our AI system has flagged this call for risk of violence",""
"347",347,"Yes, I agree to participate in this study","35 - 44","Yes, for more than one year","Definitely yes","Yes","Through my employer","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Medical Help","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contact the police department for immediate assistance","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","Contact the police department for immediate assistance","","Female","United States of America","","No","Asian","Professional degree (JD, MD)","Agree","Agree","Agree","Neutral","Disagree","Democratic Party","Biased","Flag","True","African American","African American","Caucasian","Caucasian","Caucasian","African American","African American","Caucasian","Muslim","Not","Not","Not","Not","Muslim","Muslim","Not","76","police","39","police","63","medical","73","medical","93","medical","83","police","48","police","2","police","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","","","","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence"
"348",348,"Yes, I agree to participate in this study","25 - 34","No","Definitely not","Yes","Email","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Police Assistance","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured,Individual is suffering from hallucinations and has repeatedly verbally threatened his roommate with violence","","","","","","","","","","","","","","","","","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","","","Send emergency medical help to the caller's location","Send emergency medical help to the caller's location","","Send emergency medical help to the caller's location","","","Send emergency medical help to the caller's location","Contact the police department for immediate assistance","","","Contact the police department for immediate assistance","","","","","","","","","","","","","","","","","Male","United States of America","","No","A race/ethnicity not listed here","Professional degree (JD, MD)","Neutral","Neutral","Neutral","Agree","Neutral","None (i.e. Independent)","Unbiased","Explicit","True","Caucasian","African American","African American","African American","African American","Caucasian","Caucasian","Caucasian","Not","Not","Muslim","Not","Not","Muslim","Not","Muslim","11","police","77","medical","5","police","79","medical","27","medical","97","medical","69","medical","69","medical","🚩 Our AI system has flagged this call for risk of violence","","🚩 Our AI system has flagged this call for risk of violence","","","","",""
"349",349,"Yes, I agree to participate in this study","25 - 34","No","Probably yes","Yes","Email","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Police Assistance","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","Send emergency medical help to the caller's location","","","Send emergency medical help to the caller's location","Send emergency medical help to the caller's location","","","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","","","","","","","","","","","","","","","","","","Female","United States of America","","No","White or Caucasian","Doctoral degree","Neutral","Agree","Agree","Agree","Disagree","Democratic Party","Biased","Explicit","True","African American","Caucasian","Caucasian","Caucasian","Caucasian","African American","African American","African American","Not","Muslim","Not","Muslim","Muslim","Not","Not","Not","21","police","6","police","62","medical","52","police","99","medical","80","medical","11","police","6","police","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","","🚩 Our AI system has flagged this call for risk of violence","","","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence"
"350",350,"Yes, I agree to participate in this study","25 - 34","No","Definitely yes","Yes","Through my employer","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Police Assistance","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","","","Contact the police department for immediate assistance","Send emergency medical help to the caller's location","","","Send emergency medical help to the caller's location","Contact the police department for immediate assistance","","","Send emergency medical help to the caller's location","Male","United States of America","","Yes","Prefer not to say","Professional degree (JD, MD)","Agree","Agree","Neutral","Neutral","Neutral","Prefer not to say","Biased","Flag","True","Caucasian","African American","African American","Caucasian","African American","Caucasian","African American","Caucasian","Not","Not","Not","Muslim","Not","Muslim","Not","Muslim","91","medical","96","medical","70","police","87","medical","67","police","25","police","13","police","22","police","","","🚩 Our AI system has flagged this call for risk of violence","","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence"
"351",351,"Yes, I agree to participate in this study","25 - 34","No","Probably yes","Yes","Email","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Medical Help","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","","Contact the police department for immediate assistance","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","","Contact the police department for immediate assistance","Contact the police department for immediate assistance","","","Contact the police department for immediate assistance","Send emergency medical help to the caller's location","","","","","","","","","","","","","","","","","","Female","United States of America","","No","Asian","Professional degree (JD, MD)","Agree","Agree","Agree","Disagree","Disagree","None (i.e. Independent)","Unbiased","Explicit","True","African American","Caucasian","Caucasian","African American","Caucasian","African American","Caucasian","African American","Muslim","Not","Not","Not","Muslim","Not","Muslim","Not","92","medical","13","police","97","medical","56","medical","96","medical","89","medical","41","medical","8","police","","🚩 Our AI system has flagged this call for risk of violence","","","","","","🚩 Our AI system has flagged this call for risk of violence"
"352",352,"Yes, I agree to participate in this study","25 - 34","No","Probably yes","Yes","Email","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Medical Help","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","Send emergency medical help to the caller's location","","","Send emergency medical help to the caller's location","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","","","Send emergency medical help to the caller's location","Send emergency medical help to the caller's location","","","Contact the police department for immediate assistance","Send emergency medical help to the caller's location","","","","","","","","","","","","","","","","","","Male","United States of America","","No","White or Caucasian","Professional degree (JD, MD)","Neutral","Agree","Agree","Neutral","Neutral","Prefer not to say","Biased","Explicit","True","African American","African American","Caucasian","Caucasian","African American","Caucasian","African American","Caucasian","Not","Muslim","Not","Not","Muslim","Not","Muslim","Not","43","police","12","police","89","medical","5","police","83","police","6","police","79","police","43","medical","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence",""
"353",353,"Yes, I agree to participate in this study","25 - 34","No","Definitely yes","Yes","Email","","Resident physician","","Hospital","","No","Medical Help","Medical Help","Police Assistance","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Send emergency medical help to the caller's location","Send emergency medical help to the caller's location","","Send emergency medical help to the caller's location","","","Contact the police department for immediate assistance","Send emergency medical help to the caller's location","","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","","","Send emergency medical help to the caller's location","Male","United States of America","","Prefer not to say","A race/ethnicity not listed here","Professional degree (JD, MD)","Disagree","Disagree","Disagree","Agree","Agree","Democratic Party","Biased","Flag","True","African American","Caucasian","African American","Caucasian","Caucasian","Caucasian","African American","African American","Muslim","Not","Not","Muslim","Not","Not","Not","Muslim","60","police","57","medical","85","police","56","police","91","medical","67","medical","74","police","77","police","🚩 Our AI system has flagged this call for risk of violence","","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","","","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence"
"354",354,"Yes, I agree to participate in this study","25 - 34","No","Definitely yes","Yes","Email","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Police Assistance","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Send emergency medical help to the caller's location","","","Contact the police department for immediate assistance","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","","","Send emergency medical help to the caller's location","Send emergency medical help to the caller's location","","","Contact the police department for immediate assistance","Send emergency medical help to the caller's location","","Female","United States of America","","No","White or Caucasian","Professional degree (JD, MD)","Agree","Agree","Agree","Disagree","Disagree","Democratic Party","Unbiased","Flag","True","African American","Caucasian","African American","Caucasian","African American","African American","Caucasian","Caucasian","Not","Muslim","Not","Not","Muslim","Not","Muslim","Not","64","medical","45","police","11","police","88","medical","27","medical","92","medical","17","police","2","police","","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","","","","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence"
"355",355,"Yes, I agree to participate in this study","25 - 34","No","Probably yes","Yes","Email","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Police Assistance","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contact the police department for immediate assistance","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","","","Contact the police department for immediate assistance","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","","Send emergency medical help to the caller's location","Female","United States of America","","No","White or Caucasian","Professional degree (JD, MD)","Neutral","Neutral","Neutral","Agree","Neutral","Democratic Party","Unbiased","Flag","True","Caucasian","African American","Caucasian","African American","Caucasian","Caucasian","African American","African American","Muslim","Not","Not","Muslim","Not","Not","Not","Muslim","41","police","24","police","20","police","82","medical","14","police","86","medical","74","medical","46","medical","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","","🚩 Our AI system has flagged this call for risk of violence","","",""
"356",356,"Yes, I agree to participate in this study","25 - 34","No","Might or might not","Yes","Email","","Resident physician","","Hospital","","No","Medical Help","Medical Help","Medical Help","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contact the police department for immediate assistance","Send emergency medical help to the caller's location","","Send emergency medical help to the caller's location","","","Contact the police department for immediate assistance","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","","Contact the police department for immediate assistance","Female","United States of America","","No","Asian","Professional degree (JD, MD)","Neutral","Neutral","Disagree","Agree","Neutral","Democratic Party","Unbiased","Flag","True","African American","African American","Caucasian","African American","Caucasian","Caucasian","Caucasian","African American","Muslim","Not","Not","Muslim","Not","Not","Not","Muslim","9","police","40","police","32","police","100","medical","28","medical","75","medical","6","police","40","medical","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","","","","🚩 Our AI system has flagged this call for risk of violence",""
"357",357,"Yes, I agree to participate in this study","25 - 34","No","Definitely yes","Yes","Email","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Police Assistance","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","","Send emergency medical help to the caller's location","","Send emergency medical help to the caller's location","Send emergency medical help to the caller's location","","","Send emergency medical help to the caller's location","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","","","","","","","","","","","","","","","","","Female","United States of America","","No","White or Caucasian","Professional degree (JD, MD)","Agree","Agree","Agree","Disagree","Disagree","None (i.e. Independent)","Unbiased","Explicit","True","Caucasian","African American","Caucasian","African American","Caucasian","Caucasian","African American","African American","Not","Not","Muslim","Muslim","Not","Muslim","Not","Not","10","police","49","medical","67","medical","43","medical","68","medical","3","police","37","medical","27","medical","🚩 Our AI system has flagged this call for risk of violence","","","","","🚩 Our AI system has flagged this call for risk of violence","",""
